County,State,CVD Mortality Rate,Poverty Rate,Bachelor's Degree or Higher (%),Disability Rate,Total Population,Unemployment Rate,Year,White Population (%),Hispanic Population (%),Black Population (%),Households with No Vehicle (%),Single Mother Families (%),Fips,Land-sea Mask,Mean Sea Level Pressure,Dust Aerosol (0.55-0.9 Μm) Mixing Ratio,Dust Aerosol (0.9-20 Μm) Mixing Ratio,Hydrophilic Black Carbon Aerosol Mixing Ratio,Hydrophobic Black Carbon Aerosol Mixing Ratio,Hydrophobic Organic Matter Aerosol Mixing Ratio,Sea Salt Aerosol (0.5-5 Μm) Mixing Ratio,Sea Salt Aerosol (5-20 Μm) Mixing Ratio,Sulphate Aerosol Mixing Ratio,"Leaf Area Index, High Vegetation","Leaf Area Index, Low Vegetation",Snow Depth,10m Wind Speed,Wet Bulb Temperature,FoT Carbonmonoxide Above75ᵗʰ Percentile,FoT Ethane Above75ᵗʰ Percentile,FoT Formaldehyde Above75ᵗʰ Percentile,FoT Hydroxyl Radical Above75ᵗʰ Percentile,FoT Nitric Acid Above75ᵗʰ Percentile,FoT Nitrogen Dioxide Above75ᵗʰ Percentile,FoT Nitrogen Monoxide Above75ᵗʰ Percentile,FoT Ozone Above75ᵗʰ Percentile,FoT PM$_{2.5}$ Above75ᵗʰ Percentile,FoT Propane Above75ᵗʰ Percentile,FoT Sulphur Dioxide Above75ᵗʰ Percentile,Cattle,Chicken,Duck,Goat,Horse,Pig,Sheep
Dale County,Alabama,0.0029604066754887,20.5,16.1,21.0,49607.0,10.4,2016,74.42699619005381,5.888281895700204,19.66657931340335,6.374374800468234,10.696855748459877,1045,0.9910290280586044,101834.31876002824,8.864473410917004e-10,3.0512313930245715e-10,1.7467696526001403e-10,2.484615488207034e-10,3.7209265335786492e-09,2.627144531073904e-09,4.780566371213993e-10,1.4937747662492447e-09,3.849398056282298,2.3343049783554424,0.0010516225713819,0.2542086924541136,15.783276784328052,33.19672131147541,45.32103825136612,47.30191256830601,21.51639344262295,27.322404371584703,18.989071038251364,6.967213114754098,47.47267759562842,41.220238095238095,23.18989071038251,5.020491803278689,533.930513,383674.7114,15.22961,19.888531288000003,77.788826,0.9253518168,12.029975202
Dallas County,Alabama,0.0040186258473904,34.3,13.8,18.0,41426.0,14.9,2016,28.68729783227925,0.9583353449524452,69.51672862453532,14.46673706441394,21.210311535781827,1047,0.9879318250224556,101826.30759478264,9.256755194235479e-10,2.8983560844668715e-10,1.5968544971104662e-10,1.7794838291737747e-10,3.7075272716737602e-09,2.019797677289505e-09,2.7977644140254336e-10,1.945758704979589e-09,3.8795544018755135,2.732154869268923,0.0028460488060595,0.2833512990574934,14.848082688951244,34.42622950819672,46.58469945355191,50.92213114754098,16.154371584699454,25.99043715846995,26.127049180327873,10.997267759562842,48.90710382513661,43.48958333333333,25.102459016393443,42.65710382513661,566.5274806,484.1939862,0.48457533,9.809617866,48.59845,4.60392971,3.3318644068
DeKalb County,Alabama,0.0033234802856863,19.8,11.4,15.4,70937.0,6.3,2016,87.20131948066594,14.015252970946053,1.525297094605072,4.437547861835476,9.425550157187768,1049,0.9813235533145372,101864.31579874708,6.984799914966412e-10,2.3905011338128345e-10,1.5079298126122378e-10,1.5661508184738064e-10,3.7772097770991445e-09,1.260547797120056e-09,1.185066256607355e-10,2.285041409152666e-09,3.126345035064796,2.829200423677028,0.0139845478650263,0.3725203070256911,13.007355757562928,39.34426229508197,51.87841530054644,44.70628415300546,19.774590163934427,29.74726775956284,36.27049180327869,17.28142076502732,48.46311475409836,44.60565476190476,41.32513661202186,60.96311475409835,1610.0594511999998,715303.5828,7.02423,55.722519119999994,208.99762,460.0448158,33.780827306000006
Elmore County,Alabama,0.0031848823218186,14.3,22.2,17.4,80957.0,7.5,2016,75.37087589708116,2.8014872092592364,21.364428029694775,4.4686742817583935,10.61328708387532,1051,0.9834488495049064,101848.72312401734,8.304331311043761e-10,2.7259807198292755e-10,1.6138372845827488e-10,1.9935051085892363e-10,3.707687032608459e-09,1.883367818499793e-09,2.540450835719604e-10,2.1945618697865222e-09,3.872789772637351,2.613397995197813,0.0029953858238082,0.2245169019686552,14.65453551983598,34.15300546448087,47.23360655737705,49.96584699453552,17.93032786885246,26.46857923497268,25.648907103825135,9.665300546448089,49.86338797814208,43.48958333333333,29.78142076502732,64.07103825136612,398.6519468,192.0010084,20.75891,28.49623723,113.301216,6.887997936,13.2112838
Escambia County,Alabama,0.0036818191771598,25.2,11.6,20.2,37875.0,15.2,2016,61.922112211221126,2.0594059405940595,32.38811881188119,5.452127659574469,11.031583730970237,1053,0.9173345813210496,101814.8349334614,9.667849907397064e-10,3.0274950067086086e-10,1.7924708943814738e-10,2.4818150969876576e-10,3.5842747596345894e-09,3.016654085093303e-09,6.449719386970244e-10,1.7965890744593872e-09,4.100241426083843,2.799159042807428,0.0014393798960081,0.3429240711947018,16.105529024590897,29.883879781420763,43.68169398907104,48.05327868852459,22.848360655737704,28.005464480874316,22.98497267759563,8.162568306010929,50.37568306010929,43.26636904761904,19.87704918032787,30.191256830601095,226.59418432,754.4004015,2.4473267,12.193231278,52.50551,2.9270848120000004,2.6817367680000004
Etowah County,Alabama,0.0035742118067568,18.4,16.5,19.8,103363.0,8.5,2016,81.29021022996623,3.629925602004586,15.412671845824908,6.358483882394615,10.092995793047455,1055,0.9789139077458976,101856.07013016952,7.546302689309607e-10,2.5312182009071766e-10,1.539759940257881e-10,1.6546448629483815e-10,3.780483365058588e-09,1.3976200578897455e-09,1.4333115651635435e-10,2.4377414948513524e-09,3.2718208784866736,2.7767451626836364,0.0103761896026901,0.3222098787261843,13.64538524147028,37.5,51.127049180327866,46.41393442622951,20.38934426229508,30.97677595628415,38.66120218579235,17.93032786885246,47.98497267759563,45.944940476190474,39.549180327868854,68.71584699453553,732.4092161000001,191435.8464,17.185205,45.92137692,139.60788,9.090172932,23.746416764
Fayette County,Alabama,0.0033897545968301,17.3,14.1,27.5,16783.0,8.8,2016,85.62831436572722,0.8580110826431508,12.536495263063816,10.131386861313867,6.205300799326883,1057,0.9847373292671002,101826.73205508698,8.760217211387481e-10,2.810698345991035e-10,1.4280860940187638e-10,1.2245095819380958e-10,3.279264121658225e-09,1.5796030270232024e-09,1.7287070665873839e-10,2.0933371516814e-09,3.3272752938788224,2.8293698465717587,0.0086222913524551,0.3536535631525464,14.186217539685398,35.21174863387978,46.345628415300546,47.47267759562842,17.96448087431694,27.151639344262296,30.84016393442623,12.5,48.32650273224044,44.53125,28.44945355191257,48.53142076502732,348.850209,35330.531516,11.811547,11.1859185,48.770164,2.7309798,10.620807424
Franklin County,Alabama,0.003559682933969,22.3,12.4,19.0,31573.0,9.7,2016,89.10461470243563,16.01684984005321,4.519684540588478,5.317602804137813,9.912464554308963,1059,0.976791086569846,101828.37525061106,8.16615308536029e-10,2.6943065161058395e-10,1.336405514772013e-10,1.023069001858222e-10,2.9674570646988774e-09,1.4098619645300461e-09,1.4012146671397338e-10,2.0036636900476127e-09,2.985470990945473,2.6847827882361868,0.0106700437350742,0.4338981515914974,13.760967574150946,33.845628415300546,44.77459016393443,44.56967213114754,18.237704918032787,28.0396174863388,24.795081967213115,9.665300546448089,50.06830601092896,40.66220238095239,26.46857923497268,36.0655737704918,832.3358236,242356.78504,3.6880233,31.405177308,89.60757,1.861284018,37.24638454
Geneva County,Alabama,0.0033901668361648,22.8,11.7,22.0,26765.0,10.3,2016,86.81113394358304,3.7063328974406873,9.602092284700168,6.427700103218542,11.27136752136752,1061,0.9211799861202192,101828.2922734316,8.878265482064547e-10,3.011056566925125e-10,1.7222721504812458e-10,2.4321687066011477e-10,3.62599499271417e-09,3.235332299809371e-09,9.545333578304662e-10,1.495395810219817e-09,3.579164186814475,2.334663714163774,0.0008790330832999,0.3151537381546927,16.05357046330085,31.489071038251364,44.364754098360656,45.799180327868854,23.73633879781421,28.07377049180328,17.418032786885245,6.762295081967213,50.13661202185792,40.10416666666667,22.71174863387978,3.415300546448088,1213.8522334,220764.72406000004,21.378195,39.09509005,95.10639,2.263760568,6.486301815199999
Greene County,Alabama,0.0028291901130295,37.9,10.0,26.2,8587.0,18.2,2016,17.14219168510539,0.6172120647490392,81.25072784441598,15.770840038622469,18.19579702716555,1063,0.9903859287609952,101814.8792933192,9.78543870978818e-10,3.066450910857467e-10,1.483084896553948e-10,1.2888303814884547e-10,3.3872773248989383e-09,1.893528906374637e-09,2.3309416800489504e-10,1.928395328801271e-09,3.642442931050661,2.8261955254758764,0.005226779307142,0.2914564005838728,14.624862041584516,34.73360655737705,44.70628415300546,49.45355191256831,15.471311475409836,25.47814207650273,22.062841530054644,9.665300546448089,47.84836065573771,44.308035714285715,21.51639344262295,29.50819672131147,431.73682046,1476.6500024,2.26373,14.550628334,25.301493,6.6996551580000006,0.4983062842
Hale County,Alabama,0.003308960641391,25.9,14.0,21.3,15159.0,12.1,2016,39.989445214064254,1.207203641401148,58.33498251863579,13.416274377942166,14.791502753737214,1065,0.9889437388215946,101818.28152057108,9.65456281486357e-10,3.0149235620540616e-10,1.5139921753819343e-10,1.4121642188026043e-10,3.486431976994541e-09,1.913031839537167e-09,2.423735532650268e-10,1.956796391498751e-09,3.7401741946690183,2.80772384149474,0.0041378013773438,0.2854089793205033,14.678518537144644,34.59699453551913,45.52595628415301,49.86338797814208,15.744535519125682,25.922131147540984,25.20491803278688,10.621584699453551,48.189890710382514,44.45684523809524,23.46311475409836,36.37295081967213,885.6764596,21.611224926,1.1889917,5.114655754,38.56165,6.530027088,8.572996933999999
Henry County,Alabama,0.0030436299164474,15.3,16.1,19.7,17187.0,7.5,2016,70.47768662361086,2.5309827194972945,27.887356723104674,6.704728443858879,8.984547461368654,1067,0.9882616918027828,101843.5400940839,8.584465402298363e-10,2.990930450683313e-10,1.7709405231017788e-10,2.5695181892206157e-10,3.750175614697838e-09,2.341057094565043e-09,3.920936220783608e-10,1.5229095422053304e-09,4.065471728679038,2.324298972835116,0.0013375261894243,0.1974925525773741,15.36651410177544,34.15300546448087,46.03825136612022,47.6775956284153,19.398907103825135,26.536885245901637,18.954918032786885,7.035519125683059,45.3551912568306,41.48065476190476,24.897540983606557,9.01639344262295,741.9706412,233953.21668,2.216088,8.171905776,44.776985,7.443105276,14.66918098
Houston County,Alabama,0.0030845435426687,18.9,21.0,17.7,103891.0,8.1,2016,69.62297022841247,3.186994061083251,26.64330885254738,6.310494626933923,13.88824751789425,1069,0.9880290934035107,101832.09434442356,8.918870754578542e-10,3.0674343933264897e-10,1.7465979849850248e-10,2.4844859989051647e-10,3.7285859545862295e-09,2.730050799948676e-09,5.269626294495781e-10,1.483178627833163e-09,3.78328653002973,2.3279623081085163,0.0009704103826553,0.2682861464254524,15.89625455665913,32.92349726775956,44.87704918032787,46.7896174863388,22.370218579234972,27.629781420765028,18.886612021857925,7.001366120218579,47.81420765027322,40.99702380952381,23.25819672131147,3.995901639344263,831.2900758,16369.910292,7.24753,30.316938048,165.78099,6.4853758208,2.9480389004000003
Jackson County,Alabama,0.0036433182224307,18.8,12.6,17.7,52608.0,8.6,2016,91.14393248175182,2.72772201946472,3.2941757907542577,5.073953371772374,7.60579626559008,1071,0.9797302151098431,101856.6095519022,7.138260237096212e-10,2.4405412510489443e-10,1.3995934666256092e-10,1.246520130675593e-10,3.262459706497395e-09,1.2480979157100055e-09,1.147331266712262e-10,2.1104127552888667e-09,2.9884436026639674,2.847253343944262,0.0139447436025433,0.4235630685235979,12.993882893628832,37.43169398907104,49.72677595628415,42.99863387978142,20.18442622950819,29.883879781420763,32.6844262295082,14.173497267759563,49.93169398907104,41.257440476190474,38.2172131147541,48.97540983606557,731.3032458,149622.40096,7.0766516,42.43464269,117.096176,20.824002392,32.90095858
Jefferson County,Alabama,0.0029741241066771,18.1,31.4,15.0,659096.0,8.2,2016,52.42013303069659,3.6892956413026328,42.52005777610545,8.087159485508437,14.852961596744688,1073,0.9863912099476632,101834.76938694382,8.618522111582299e-10,2.767410086530898e-10,1.4995464076679377e-10,1.4478130477594737e-10,3.547106790125594e-09,1.5991809292238062e-09,1.8044043121535848e-10,2.3007666642287095e-09,3.4930517946013464,2.8075421420108246,0.0078126120708869,0.3248169051733175,14.19932368636434,36.0655737704918,48.83879781420765,48.22404371584699,19.56967213114754,29.132513661202186,39.85655737704918,15.129781420765026,47.540983606557376,46.16815476190476,33.23087431693989,64.275956284153,119.9046092,6416.7852652,9.628409,10.479144084,56.76191,6.162826181,4.754724424
Lamar County,Alabama,0.003155519968234,23.9,13.1,23.2,14066.0,9.5,2016,87.55154272714346,1.4289776766671405,11.261197213138065,6.006655574043261,9.965969859017989,1075,0.9875292619325982,101820.29691168468,9.006832259029915e-10,2.8739872881386637e-10,1.4045334526925823e-10,1.1352916852603166e-10,3.200955428712627e-09,1.618844349265123e-09,1.7741411481988746e-10,1.959738199381112e-09,3.3070647900149774,2.8309029700869703,0.0088954413068378,0.3538322002556072,14.165465757417774,34.80191256830601,44.39890710382514,46.99453551912568,16.564207650273225,25.307377049180328,23.292349726775956,9.80191256830601,48.97540983606557,43.601190476190474,23.87295081967213,31.830601092896178,220.24725534,29112.90645,9.898695,9.529724888,46.22158,3.110980466,9.110506748
Lauderdale County,Alabama,0.0029229531947425,18.3,21.7,15.6,92641.0,7.6,2016,87.03165984823134,2.3931088826761373,9.850929933830594,7.5362998879069885,10.319697213722016,1077,0.9757326888887066,101834.98973821422,7.594546120292402e-10,2.5750251659784755e-10,1.2929541760343655e-10,9.419917532073109e-11,2.779906151677872e-09,1.2889589579089982e-09,1.192839336875322e-10,1.9907127738556574e-09,2.8554697369926982,2.5260059399687114,0.0130473350158802,0.4968663434007579,13.32384483366749,33.19672131147541,44.91120218579235,42.04234972677596,19.84289617486339,28.893442622950825,23.25819672131147,8.879781420765028,52.56147540983606,36.941964285714285,28.005464480874316,30.532786885245898,879.1637722,38350.473786,11.229804,63.93080814,268.47705,17.375742000000002,30.329613492
Lawrence County,Alabama,0.0034517426379296,18.3,10.3,20.5,33433.0,8.3,2016,78.09050937696288,2.066820207579338,11.366015613316184,4.331506643645372,7.4344331641285955,1079,0.9740850855294912,101833.954967032,7.881273378230872e-10,2.6338394303938856e-10,1.3352257437361463e-10,1.0392872288822651e-10,2.935680442934369e-09,1.357959275113548e-09,1.3165750079959155e-10,2.058041235009275e-09,2.9529400946846054,2.666768955695029,0.011291353549203,0.45661023585982,13.576549277644116,33.87978142076503,45.69672131147541,43.88661202185792,19.706284153005463,28.96174863387978,28.005464480874316,10.92896174863388,50.614754098360656,40.029761904761905,29.166666666666668,42.28142076502732,965.8058866,278789.89,8.976703,37.142093092,264.7664,22.704753906,17.2840891
Lee County,Alabama,0.0026722399603688,23.0,34.4,12.2,153947.0,6.1,2016,69.94744944688756,3.6902310535444016,23.235269280986316,5.1864389216075715,12.619086954127429,1081,0.9860980505655478,101857.85490789507,7.819172285144615e-10,2.649871245688573e-10,1.7040717030573143e-10,2.301061825045144e-10,4.075209669368158e-09,1.8273961859535759e-09,2.455196717348191e-10,2.1920493954254206e-09,3.966554682287277,2.6187744062187477,0.0032778564769856,0.193174019472726,14.44349258763409,37.12431693989071,49.795081967213115,49.8292349726776,18.920765027322403,27.561475409836067,31.967213114754102,13.490437158469945,48.189890710382514,45.944940476190474,34.18715846994536,63.31967213114754,290.63083340000003,1508.2411256,4.900105,19.932559348,98.787796,36.17140726,50.35412512
Limestone County,Alabama,0.0029445012007337,14.1,23.3,15.1,90257.0,7.9,2016,81.45296209712266,5.689309416444154,12.743609913912492,4.545879711907212,8.245483574646778,1083,0.9763156846527588,101844.06210922512,7.430121356603445e-10,2.5312239695562704e-10,1.3290446132742601e-10,1.0400333147646587e-10,2.9004279104447122e-09,1.2764793043068363e-09,1.1771581974603544e-10,2.0341348584798708e-09,2.902718607408653,2.744537201589751,0.0131954944709102,0.4747714190208586,13.161518961252302,34.42622950819672,46.58469945355191,42.11065573770492,20.38934426229508,29.81557377049181,28.927595628415297,11.68032786885246,51.63934426229508,38.31845238095239,33.19672131147541,37.43169398907104,755.133437,78426.13306,29.335737,82.08143143999999,191.05296,71.67645438,27.685386888
Lowndes County,Alabama,0.0036080844693334,28.7,12.3,23.3,10565.0,12.3,2016,24.72314245149077,0.473260766682442,74.64268812115475,12.90703161868806,20.014398848092153,1085,0.9894141232840432,101828.91989400632,9.157660130923844e-10,2.8882755142228337e-10,1.6166491659440802e-10,1.9017672943137187e-10,3.693589182609403e-09,2.1357461000215722e-09,3.134708574605571e-10,1.8471472325473166e-09,3.923087437229291,2.677134632044104,0.0022683725710712,0.2797171456065492,14.950047419744456,33.64071038251366,45.45765027322404,50.64890710382514,16.76912568306011,25.683060109289617,22.74590163934426,9.73360655737705,49.96584699453552,42.67113095238096,24.21448087431694,35.14344262295082,1199.6764686,92672.17368,2.5741267,10.653970062,82.38258,6.41358391,15.759005524
Macon County,Alabama,0.0036362110097296,25.5,20.0,17.3,19684.0,15.0,2016,15.7793131477342,1.646006909164804,82.10729526519,14.16298168035376,18.39080459770115,1087,0.9848920363922592,101847.1040735796,8.380717330099038e-10,2.7545025651755575e-10,1.6179114024807328e-10,2.0270986227818048e-10,3.6167478411169323e-09,1.973734839685498e-09,2.7938282682119677e-10,2.0411618095061413e-09,3.9046573338734034,2.6035505758623425,0.0026118307323404,0.2223173078839565,14.681931226553974,33.67486338797814,46.41393442622951,50.06830601092896,17.62295081967213,26.19535519125683,23.599726775956285,9.118852459016392,49.96584699453552,42.819940476190474,28.142076502732237,56.9672131147541,425.32295194,889.4115556,13.30914,21.935059350000003,88.3306,2.919129216,11.342397036
Madison County,Alabama,0.0025876478464541,13.3,40.7,12.8,349973.0,7.3,2016,68.82273775405531,4.675217802516194,24.18958033905473,4.991818448148969,10.097076607311257,1089,0.9786516607572302,101851.61563282202,7.220305923654335e-10,2.4709972719269473e-10,1.3545320421184547e-10,1.1153478788192913e-10,3.041313384685809e-09,1.2472350662213472e-09,1.1355112290729639e-10,2.043946337360387e-09,2.926487650919972,2.828326662221753,0.0139190082834995,0.4548307583067064,12.979506092109563,36.37295081967213,48.46311475409836,41.939890710382514,20.423497267759565,29.78142076502732,30.46448087431694,12.704918032786884,51.263661202185794,39.174107142857146,36.68032786885246,40.26639344262295,451.0599576,6043.051691999999,13.444471,37.737297987999995,203.70763,9.158530226,11.595576986
Marengo County,Alabama,0.0036676933195062,27.8,14.8,23.7,20066.0,14.1,2016,45.6842420013954,0.946875311472142,52.76088906608193,12.553687569026875,16.722199083715118,1091,0.9906171458126676,101810.72553467436,1.0289101168437042e-09,3.2086548887186024e-10,1.6432916144251086e-10,1.7725539155671344e-10,3.605020569091281e-09,2.3264654767393718e-09,3.4112303514269417e-10,1.8757103494374047e-09,3.816214967775995,2.869785219151586,0.0024097043282544,0.274550866969886,15.346948763600455,31.65983606557377,43.47677595628415,50.37568306010929,15.60792349726776,26.19535519125683,20.081967213114755,9.118852459016392,47.91666666666667,43.04315476190476,17.315573770491806,26.74180327868853,448.2415557,38.023858108,12.446869,9.817903314,40.7651,4.777344054,1.874413822
Marion County,Alabama,0.0035206021418544,18.6,12.5,24.8,30239.0,7.6,2016,93.3959456331228,2.4008730447435433,3.3466715169152423,5.502162421912542,9.986565158978951,1093,0.9792534778212324,101827.52939057031,8.495776936703693e-10,2.761040836005224e-10,1.383759095542266e-10,1.1245390569572067e-10,3.127466811838153e-09,1.4985047490047954e-09,1.5649392666997432e-10,2.046126075932334e-09,3.1414853485066363,2.828287638815362,0.0094038931628332,0.3914754497794319,13.999841828372134,34.2896174863388,45.28688524590164,45.93579234972678,18.135245901639344,27.117486338797814,27.80054644808743,11.407103825136613,49.009562841530055,43.154761904761905,27.732240437158467,42.24726775956284,446.7291512000001,216446.14716,3.9425395,10.057915978,142.49472,5.986249046,5.0395300192
Marshall County,Alabama,0.003462282455977,20.5,16.6,16.8,94534.0,7.2,2016,92.47783866122242,12.915987898533862,2.0955423445532824,5.2552160413220745,10.447450572320498,1095,0.9779110473024472,101853.9313167912,7.412264281714677e-10,2.5024956829079317e-10,1.4296419448542228e-10,1.3193434770179235e-10,3.336570492596801e-09,1.3109709325076519e-09,1.2632142802507022e-10,2.197128257419602e-09,3.0808915781171486,2.8207819385573716,0.0118835330976942,0.3802538099071865,13.371673758716508,37.12431693989071,49.93169398907104,44.330601092896174,20.76502732240437,30.43032786885246,35.450819672131146,16.05191256830601,48.94125683060109,42.93154761904761,38.45628415300546,55.5327868852459,1305.4978614,493015.58124,20.570486,50.325852088,313.33383,32.65723251,30.750547334000004
Mobile County,Alabama,0.0033235645493407,19.5,22.5,15.2,414291.0,8.7,2016,59.57020548358521,2.6447593599667867,35.31479081128965,6.791736083650436,14.328210213187903,1097,0.5181676789298397,101797.78413425952,9.937537141269852e-10,3.029481858111447e-10,1.3042964300454729e-10,1.174552165059424e-10,2.2183062904553e-09,6.10214810173839e-09,3.384406822499714e-09,1.805838847174997e-09,2.921195588083675,1.836999320465986,0.0007964858625919,0.6695086344879435,17.254308766148107,17.89617486338798,37.26092896174863,34.39207650273224,29.918032786885245,34.66530054644809,15.061475409836063,7.718579234972678,57.377049180327866,29.83630952380952,15.437158469945356,23.599726775956285,319.63106694,188.6153059,9.339963,17.636147196,80.28557,5.36946301,9.185174172
Monroe County,Alabama,0.003194096367969,32.1,12.4,13.3,21975.0,21.8,2016,54.9032992036405,0.6188850967007964,42.79863481228669,12.554112554112551,9.67616831491177,1099,0.9411279437409568,101810.24131798856,1.0113014382482707e-09,3.153378827505421e-10,1.7703887573735288e-10,2.3099332850717515e-10,3.6220317741564262e-09,2.877724781679707e-09,5.467675778418041e-10,1.9032520926182488e-09,4.068282097486769,2.879981393029124,0.001631244950616,0.3247478422567941,16.01470522868573,29.78142076502732,43.545081967213115,48.83879781420765,21.209016393442624,28.07377049180328,25.648907103825135,9.187158469945356,48.80464480874317,44.19642857142857,18.954918032786885,39.51502732240437,329.35500451999997,12.72736574,2.1689136,32.117528172,43.632477,3.477211822,4.287984724
Montgomery County,Alabama,0.0028606257691844,21.3,31.5,16.3,227392.0,8.4,2016,37.7884886011821,3.3114621446664794,56.82038066422741,8.424806991504303,18.063001506710116,1101,0.9873158293734428,101838.36349488428,8.737963420677797e-10,2.805387618446178e-10,1.6059133208085554e-10,1.9300059038035302e-10,3.68353398943279e-09,2.031405699643958e-09,2.903513059559222e-10,1.9472350310304768e-09,3.9173869562432913,2.6163369922978874,0.0024878246085208,0.2546044192559754,14.77461133908178,33.87978142076503,46.2431693989071,50.51229508196722,17.11065573770492,26.024590163934423,23.53142076502732,9.528688524590164,50.204918032786885,43.04315476190476,26.946721311475407,48.97540983606557,1245.999788,26661.551234,24.75225,32.56949602,132.68523,6.1295170080000005,2.8123098184
Morgan County,Alabama,0.0033919546831049,16.3,21.4,17.2,119555.0,8.9,2016,81.870268913889,7.811467525406717,12.175985947890092,4.878260116107789,11.162966700302723,1103,0.9755057613937264,101845.18222799875,7.596473359747592e-10,2.558670192898175e-10,1.3715853480886351e-10,1.1474879206269003e-10,3.0701067633643267e-09,1.3222591562588752e-09,1.268259129662546e-10,2.1130914693094278e-09,3.0007462367323887,2.7828328552848727,0.0116881261363665,0.4260162077852109,13.337044620440814,35.31420765027322,48.12158469945355,43.61338797814208,20.66256830601093,30.191256830601095,32.44535519125683,13.934426229508196,49.62431693989071,41.257440476190474,35.34836065573771,48.42896174863388,992.226942,147470.61927999998,17.659548,42.60837624,251.57838,26.48113908,31.678400388
Perry County,Alabama,0.003465771360077,39.8,14.5,25.8,9856.0,11.7,2016,30.052759740259734,0.9537337662337662,68.58766233766234,13.602251407129456,14.711538461538462,1105,0.9874623980354796,101826.9046050415,9.21668690633286e-10,2.8873549729524315e-10,1.5750913321228649e-10,1.7004745988999884e-10,3.688207101307645e-09,1.9495226474015876e-09,2.609652286470943e-10,1.985841558571248e-09,3.855746636118316,2.733058289638139,0.0031859134048832,0.2825460351930622,14.786626678597216,34.69945355191257,46.75546448087432,50.54644808743169,16.120218579234972,26.024590163934423,27.151639344262296,11.168032786885243,48.73633879781421,44.01041666666667,25.99043715846995,46.0724043715847,479.2655610000001,23.866309704,8.81732,10.277816812,43.513973,1.0191435050000002,0.6786542736000001
Pickens County,Alabama,0.0033075910751468,23.9,11.1,24.9,20042.0,12.3,2016,56.152080630675584,2.42490769384293,41.84712104580382,10.974008926227356,11.270833333333332,1107,0.9904086299318556,101819.24825025622,9.401971827428622e-10,2.9609248495022375e-10,1.468299227972838e-10,1.2857386640412994e-10,3.3813255905315222e-09,1.774731940758447e-09,2.1052686439151236e-10,1.987943894588066e-09,3.561649215931388,2.81764053159301,0.0066735243690643,0.3085730220112537,14.431318286791512,35.38251366120219,45.66256830601093,48.87295081967213,16.325136612021858,25.887978142076506,26.229508196721312,10.96311475409836,47.88251366120219,44.45684523809524,24.385245901639344,37.3292349726776,335.027941,86243.63107999999,1.7823453,10.052768688,45.61556,76.65935012,0.942693522
Pike County,Alabama,0.003117323643887,25.7,24.0,16.4,33277.0,9.7,2016,58.322565135078285,2.1937073654476067,37.60555338522102,7.2098109670364,16.43048128342246,1109,0.9866774525798976,101836.67041318033,8.813165007654713e-10,2.8672962463360995e-10,1.628881084137973e-10,2.0772826039026998e-10,3.4473721095146972e-09,2.2882791413341776e-09,3.68203844832343e-10,1.6265576234506536e-09,3.971744648177945,2.5815572770674846,0.0015910731327293,0.2557803698758401,15.28251914645168,32.10382513661202,44.05737704918033,49.59016393442623,17.452185792349727,25.512295081967213,17.349726775956285,6.113387978142076,50.37568306010929,40.14136904761904,23.292349726775956,11.475409836065571,752.874667,212656.52384,1.3262378,11.090258672,88.4215,1.5410520125999998,4.595166176999999
Randolph County,Alabama,0.003612133429661,20.6,15.4,15.7,22615.0,8.0,2016,77.1700198982976,2.92283882378952,19.584346672562457,6.213324128408699,10.631508229761504,1111,0.9847747714396442,101861.67626043978,7.510291845345754e-10,2.545982584299886e-10,1.7554402106476644e-10,2.3820436076228157e-10,4.587417124013897e-09,1.6018885785378623e-09,1.8807302319238858e-10,2.747378824385495e-09,3.729983973762782,2.669102483747199,0.0078255056130811,0.2655649629526015,14.113872116946908,38.52459016393443,51.9808743169399,49.72677595628415,19.84289617486339,30.669398907103822,38.55874316939891,17.55464480874317,48.08743169398907,49.73958333333333,40.57377049180328,78.99590163934425,912.8907014,326520.32292,1.2938622,15.68201336,85.04597,7.295971964,7.88687154
Russell County,Alabama,0.0030988899716968,21.5,17.0,17.4,58636.0,9.4,2016,51.831639265979945,5.071969438570162,42.27607613070469,9.107598620874938,16.675942674272992,1113,0.9873692453167828,101855.6886603393,7.948040338348461e-10,2.7317498593717695e-10,1.7327604157472352e-10,2.4103668129849326e-10,3.9980228659290695e-09,1.9352810765034602e-09,2.7699186072979685e-10,1.955428663551448e-09,4.069867353897025,2.5133271177915986,0.0027393131798924,0.1729561788722571,14.506825447972169,36.57786885245902,49.385245901639344,49.35109289617486,18.68169398907104,27.698087431693992,29.132513661202186,13.046448087431695,47.02868852459016,44.60565476190476,32.6844262295082,49.795081967213115,258.1964706,654.7724738,0.3054542,14.723538623999998,69.350845,3.0221617700000003,24.835363136
